228,60.635,63.132,60.457,57.76
228.5,60.752,63.168,60.522,57.827
229,60.897,63.196,60.582,57.881
229.5,61.025,63.231,60.64,57.924
230,61.149,63.244,60.697,57.982
230.5,61.271,63.281,60.747,58.031
231,61.381,63.308,60.802,58.084
231.5,61.477,63.333,60.854,58.138
232,61.492,63.369,60.915,58.186
232.5,61.453,63.409,60.956,58.243
233,61.408,63.459,61.005,58.282
233.5,61.374,63.503,61.062,58.325
234,61.355,63.554,61.115,58.386
234.5,61.341,63.611,61.167,58.422
235,61.336,63.685,61.24,58.473
235.5,61.332,63.74,61.291,58.521
236,61.341,63.802,61.367,58.566
236.5,61.368,63.877,61.425,58.616
237,61.406,63.934,61.497,58.666
237.5,61.427,63.992,61.561,58.726
238,61.467,64.059,61.629,58.775
238.5,61.502,64.111,61.693,58.829
239,61.826,64.161,61.757,58.878
239.5,62.004,64.211,61.82,58.949
240,62.113,64.25,61.886,58.996
240.5,62.198,64.296,61.954,59.054
241,62.294,64.331,62.011,59.103
241.5,62.41,64.375,62.08,59.157
242,62.526,64.403,62.121,59.205
242.5,62.654,64.434,62.178,59.258
243,62.799,64.471,62.239,59.319
243.5,62.927,64.493,62.297,59.366
244,63.036,64.533,62.343,59.415
244.5,63.139,64.555,62.403,59.468
245,63.205,64.586,62.446,59.521
245.5,63.172,64.627,62.494,59.564
246,63.112,64.666,62.544,59.616
246.5,63.083,64.702,62.592,59.657
247,63.048,64.749,62.652,59.702
247.5,63.026,64.809,62.705,59.743
248,63.009,64.858,62.765,59.799
248.5,63.01,64.922,62.82,59.853
249,63.011,64.966,62.888,59.892
249.5,63.025,65.024,62.951,59.944
250,63.052,65.086,62.999,59.992
250.5,63.082,65.141,63.071,60.033
251,63.111,65.201,63.134,60.092
251.5,63.139,65.263,63.208,60.14
252,63.3,65.315,63.257,60.201
252.5,63.547,65.358,63.318,60.245
253,63.659,65.404,63.386,60.298
253.5,63.763,65.448,63.448,60.354
254,63.861,65.488,63.51,60.406
254.5,63.967,65.526,63.552,60.459
255,64.083,65.568,63.61,60.515
255.5,64.21,65.606,63.672,60.557
256,64.322,65.639,63.722,60.608
256.5,64.447,65.669,63.775,60.665
257,64.571,65.706,63.83,60.714
257.5,64.659,65.723,63.881,60.764
258,64.749,65.762,63.921,60.811
258.5,64.749,65.797,63.966,60.859
259,64.715,65.833,64.027,60.909
259.5,64.661,65.869,64.067,60.953
260,64.631,65.902,64.118,61.004
260.5,64.608,65.946,64.173,61.043
261,64.578,66,64.228,61.094
261.5,64.588,66.053,64.289,61.136
262,64.594,66.1,64.342,61.188
262.5,64.61,66.152,64.396,61.233
263,64.623,66.206,64.46,61.272
263.5,64.636,66.26,64.518,61.323
264,64.668,66.307,64.583,61.381
264.5,64.708,66.363,64.634,61.418
265,64.753,66.414,64.692,61.466
265.5,65.052,66.463,64.749,61.509
266,65.188,66.507,64.804,61.569
266.5,65.289,66.549,64.866,61.618
267,65.378,66.595,64.921,61.669
267.5,65.486,66.634,64.979,61.713
268,65.589,66.673,65.028,61.765
268.5,65.716,66.718,65.082,61.817
269,65.846,66.746,65.132,61.863
269.5,65.969,66.783,65.181,61.909
270,66.084,66.815,65.226,61.955
270.5,66.19,66.842,65.278,62.007
271,66.283,66.881,65.328,62.054
271.5,66.334,66.907,65.369,62.105
272,66.282,66.937,65.418,62.15
272.5,66.242,66.982,65.462,62.186
273,66.195,67,65.507,62.237
273.5,66.161,67.054,65.575,62.285
274,66.134,67.1,65.62,62.327
274.5,66.121,67.131,65.68,62.365
275,66.137,67.182,65.741,62.415
275.5,66.154,67.236,65.792,62.454
276,66.159,67.285,65.842,62.503
276.5,66.185,67.334,65.895,62.553
277,66.203,67.382,65.954,62.594
277.5,66.239,67.427,66.019,62.636
278,66.262,67.481,66.062,62.688
278.5,66.503,67.526,66.121,62.741
279,66.724,67.571,66.18,62.79
279.5,66.819,67.624,66.234,62.825
280,66.904,67.654,66.289,62.88
280.5,67.001,67.694,66.335,62.923
281,67.108,67.737,66.389,62.964
281.5,67.232,67.781,66.433,63.013
282,67.345,67.821,66.475,63.061
282.5,67.453,67.848,66.527,63.106
283,67.545,67.886,66.576,63.151
283.5,67.651,67.932,66.63,63.202
284,67.738,67.954,66.674,63.253
284.5,67.843,67.992,66.711,63.296
285,67.827,68.029,66.764,63.334
285.5,67.775,68.05,66.805,63.38
286,67.722,68.095,66.858,63.427
286.5,67.685,68.131,66.911,63.47
287,67.653,68.161,66.969,63.519
287.5,67.64,68.198,67.016,63.556
288,67.625,68.242,67.075,63.598
288.5,67.632,68.28,67.126,63.643
289,67.648,68.337,67.169,63.693
289.5,67.668,68.381,67.232,63.731
290,67.691,68.417,67.282,63.769
290.5,67.716,68.479,67.33,63.83
291,67.738,68.515,67.401,63.869
291.5,67.806,68.562,67.446,63.912
292,68.158,68.61,67.499,63.961
292.5,68.289,68.66,67.54,64.012
293,68.374,68.694,67.591,64.052
293.5,68.461,68.733,67.638,64.104
294,68.563,68.774,67.694,64.14
294.5,68.654,68.812,67.735,64.186
295,68.772,68.859,67.783,64.233
295.5,68.885,68.903,67.833,64.273
296,68.991,68.933,67.873,64.322
296.5,69.09,68.975,67.91,64.37
297,69.172,68.999,67.967,64.409
297.5,69.288,69.03,67.998,64.446
298,69.32,69.07,68.056,64.497
298.5,69.257,69.102,68.099,64.541
299,69.211,69.137,68.132,64.593
299.5,69.159,69.168,68.19,64.638
300,69.128,69.206,68.238,64.679
300.5,69.106,69.236,68.292,64.715
301,69.095,69.275,68.343,64.763
301.5,69.107,69.318,68.403,64.812
302,69.121,69.353,68.444,64.842
302.5,69.129,69.397,68.498,64.889
303,69.154,69.444,68.545,64.937
303.5,69.164,69.483,68.6,64.987
304,69.187,69.52,68.647,65.012
304.5,69.215,69.577,68.7,65.062
305,69.493,69.611,68.741,65.11
305.5,69.672,69.655,68.795,65.151
306,69.768,69.693,68.836,65.188
306.5,69.842,69.732,68.882,65.233
307,69.944,69.759,68.929,65.277
307.5,70.027,69.811,68.969,65.323
308,70.127,69.849,69.007,65.348
308.5,70.236,69.89,69.05,65.404
309,70.349,69.921,69.087,65.446
309.5,70.435,69.962,69.138,65.484
310,70.529,70,69.168,65.535
310.5,70.614,70.037,69.219,65.569
311,70.703,70.069,69.252,65.609
311.5,70.675,70.089,69.301,65.656
312,70.618,70.13,69.339,65.694
312.5,70.56,70.157,69.38,65.737
313,70.524,70.19,69.425,65.777
313.5,70.489,70.214,69.469,65.82
314,70.466,70.252,69.522,65.868
314.5,70.477,70.287,69.565,65.91
315,70.477,70.326,69.613,65.941
315.5,70.502,70.368,69.66,65.989
316,70.524,70.396,69.704,66.033
316.5,70.539,70.45,69.758,66.074
317,70.559,70.478,69.797,66.113
317.5,70.585,70.517,69.843,66.147
318,70.703,70.547,69.887,66.192
318.5,70.989,70.586,69.931,66.234
319,71.107,70.63,69.975,66.274
319.5,71.192,70.668,70.022,66.312
320,71.271,70.71,70.05,66.36
320.5,71.361,70.736,70.089,66.394
321,71.449,70.777,70.13,66.437
321.5,71.55,70.812,70.157,66.475
322,71.63,70.848,70.2,66.517
322.5,71.722,70.885,70.239,66.544
323,71.804,70.928,70.268,66.587
323.5,71.879,70.962,70.305,66.623
324,72.002,70.986,70.342,66.655
324.5,72.015,71.012,70.378,66.706
325,71.957,71.046,70.411,66.746
325.5,71.901,71.079,70.445,66.776
326,71.847,71.099,70.495,66.825
326.5,71.797,71.148,70.538,66.856
327,71.773,71.178,70.584,66.895
327.5,71.77,71.207,70.626,66.951
328,71.776,71.237,70.667,66.982
328.5,71.798,71.268,70.705,67.023
329,71.821,71.306,70.758,67.06
329.5,71.831,71.34,70.808,67.107
330,71.85,71.372,70.841,67.133
330.5,71.886,71.404,70.887,67.176
331,71.903,71.45,70.926,67.216
331.5,72.251,71.489,70.963,67.263
332,72.427,71.519,70.997,67.296
332.5,72.502,71.554,71.035,67.338
333,72.58,71.589,71.078,67.375
333.5,72.665,71.626,71.106,67.416
334,72.755,71.657,71.141,67.454
334.5,72.848,71.688,71.184,67.491
335,72.94,71.74,71.21,67.532
335.5,73.033,71.773,71.238,67.562
336,73.106,71.808,71.273,67.605
336.5,73.182,71.84,71.317,67.635
337,73.293,71.877,71.343,67.671
337.5,73.343,71.909,71.375,67.708
338,73.302,71.941,71.404,67.754
338.5,73.235,71.972,71.449,67.783
339,73.171,71.997,71.492,67.824
339.5,73.118,72.023,71.53,67.865
340,73.091,72.058,71.572,67.91
340.5,73.079,72.091,71.607,67.937
341,73.071,72.118,71.651,67.975
341.5,73.082,72.152,71.697,68.013
342,73.085,72.181,71.736,68.049
342.5,73.098,72.211,71.778,68.09
343,73.115,72.241,71.817,68.123
343.5,73.138,72.271,71.853,68.167
344,73.157,72.306,71.901,68.203
344.5,73.358,72.342,71.936,68.242
345,73.664,72.376,71.975,68.273
345.5,73.764,72.398,72.012,68.31
346,73.833,72.439,72.049,68.35
346.5,73.897,72.465,72.077,68.383
347,73.983,72.5,72.108,68.429
347.5,74.064,72.54,72.153,68.454
348,74.157,72.574,72.186,68.487
348.5,74.249,72.605,72.219,68.525
349,74.331,72.645,72.251,68.562
349.5,74.4,72.671,72.278,68.603
350,74.481,72.712,72.317,68.634
350.5,74.601,72.75,72.341,68.677
351,74.585,72.776,72.369,68.716
351.5,74.517,72.801,72.4,68.748
352,74.443,72.831,72.432,68.794
352.5,74.385,72.868,72.471,68.817
353,74.338,72.893,72.503,68.861
353.5,74.309,72.922,72.554,68.9
354,74.296,72.954,72.583,68.943
354.5,74.294,72.976,72.62,68.978
355,74.301,73.017,72.666,69.005
355.5,74.318,73.046,72.711,69.054
356,74.321,73.071,72.735,69.083
356.5,74.335,73.096,72.769,69.116
357,74.362,73.127,72.803,69.16
357.5,74.398,73.152,72.834,69.192
358,74.754,73.18,72.874,69.221
358.5,74.893,73.21,72.914,69.256
359,74.973,73.242,72.939,69.288
359.5,75.051,73.281,72.972,69.325
360,75.138,73.309,73.004,69.351
360.5,75.23,73.343,73.033,69.398
361,75.333,73.373,73.074,69.424
361.5,75.402,73.406,73.106,69.454
362,75.492,73.441,73.133,69.49
362.5,75.557,73.475,73.167,69.528
363,75.633,73.514,73.192,69.564
363.5,75.764,73.541,73.228,69.6
364,75.806,73.569,73.251,69.641
364.5,75.73,73.598,73.286,69.675
365,75.656,73.628,73.319,69.704
365.5,75.58,73.655,73.361,69.744
366,75.519,73.681,73.394,69.78
366.5,75.484,73.71,73.433,69.816
367,75.461,73.736,73.469,69.844
367.5,75.454,73.766,73.514,69.895
368,75.461,73.788,73.547,69.929
